iter	Logloss	Accuracy
882	0.1226621661	0.9646004196
883	0.1226600911	0.9646004196
884	0.1226388262	0.9645622735
885	0.1225955463	0.9645622735
886	0.1225740024	0.9645622735
887	0.122519895	0.9645241274
888	0.1225050124	0.9645241274
889	0.1224366286	0.9646385657
890	0.1224030149	0.9646385657
891	0.1223845421	0.9646385657
892	0.1223668399	0.9646385657
893	0.1223503613	0.9646385657
894	0.1223108957	0.9646767118
895	0.122309919	0.9646767118
896	0.1223099157	0.9646767118
897	0.1222691525	0.9647148579
898	0.1222412118	0.9647148579
899	0.122241173	0.9647148579
900	0.1222096163	0.9646767118
901	0.1221827291	0.9646385657
902	0.1221732684	0.9646385657
903	0.1221344318	0.9646767118
904	0.1221155891	0.9647148579
905	0.1220877842	0.964753004
906	0.1220522022	0.9648292962
907	0.1220163463	0.9648674423
908	0.1219518271	0.9648292962
909	0.1219418805	0.9649055884
910	0.1219316385	0.9648674423
911	0.1218797057	0.9648674423
912	0.1218658249	0.9649055884
913	0.1218522851	0.9649437345
914	0.1218109109	0.9649055884
915	0.1217794565	0.9649437345
916	0.1217646683	0.9649437345
917	0.1217330056	0.9649055884
918	0.1216764655	0.9649818806
919	0.1216479875	0.9649818806
920	0.121616122	0.9650200267
921	0.1216009136	0.9650200267
922	0.1216009044	0.9650200267
923	0.1215686451	0.965134465
924	0.1215610274	0.9650581728
925	0.121535151	0.965134465
926	0.1214901758	0.9650963189
927	0.1214899608	0.9650963189
928	0.1214502599	0.9650963189
929	0.1214175517	0.9650200267
930	0.1213888959	0.9650200267
931	0.1213416555	0.9650581728
932	0.1213052594	0.9650963189
933	0.1212714585	0.965134465
934	0.1212099207	0.965134465
935	0.1211847022	0.9650963189
936	0.1211456595	0.9650963189
937	0.1211275365	0.965134465
938	0.1211081494	0.965134465
939	0.1210591969	0.9652489033
940	0.1210466615	0.9652489033
941	0.1210048525	0.9652489033
942	0.1209843182	0.9652489033
943	0.1209478411	0.9652489033
944	0.1209280955	0.9652489033
945	0.1209072537	0.9652489033
946	0.120875995	0.9652107572
947	0.1208587756	0.9652107572
948	0.1208324143	0.9652107572
949	0.1207931463	0.9652870494
950	0.1207689343	0.9652870494
951	0.1207349578	0.9653251955
952	0.1207232477	0.9653251955
953	0.1206931588	0.9653633416
954	0.1206393316	0.9653633416
955	0.1205788384	0.9653251955
956	0.120544163	0.9653251955
957	0.1205436243	0.9653251955
958	0.1205251799	0.9653251955
959	0.1205102352	0.9654014877
960	0.1205050943	0.9653633416
961	0.1204865484	0.9653633416
962	0.1204380237	0.9653633416
963	0.1203762604	0.9653633416
964	0.1203425685	0.9654014877
965	0.1203077451	0.9654014877
966	0.1202945632	0.9654014877
967	0.1202816335	0.9654396338
968	0.1202716563	0.9654777799
969	0.120255925	0.9654777799
970	0.1202057054	0.9654014877
971	0.1201644453	0.9654014877
972	0.1201381242	0.9654014877
973	0.1201025408	0.9653633416
974	0.1200868071	0.9653633416
975	0.120052067	0.9654396338
976	0.1199876045	0.9653633416
977	0.119981074	0.9653633416
978	0.1199516547	0.9653633416
979	0.1199315787	0.9653633416
980	0.1199033007	0.9653633416
981	0.1198847941	0.9653633416
982	0.1198386776	0.9654396338
983	0.1197957249	0.9654777799
984	0.119751363	0.965515926
985	0.1197326283	0.9654777799
986	0.1196950684	0.9654396338
987	0.1196497002	0.9654777799
988	0.1196146696	0.9655922182
989	0.1195826634	0.9655922182
990	0.1195792547	0.9656303643
991	0.1195462248	0.9655922182
992	0.1195101567	0.9655922182
993	0.1194809764	0.9655540721
994	0.1194702251	0.9655540721
995	0.1194302876	0.9656303643
996	0.1194082577	0.9656303643
997	0.1194068785	0.9655922182
998	0.1193664848	0.9655922182
999	0.1193491535	0.9656303643
